#This is a comment
#Particle charge px[MeV] py[MeV] pz[Mev]
electron 1 227.291 232.123 -116.89
muon -1 -215.415 -161.079 -17.745
electron 1 -120.596 -220.761 -105.244
muon 1 -108.826 -83.9398 29.4015
electron 1 -118.34 59.3112 15.1506
electron 1 191.873 59.6288 -157.13
electron 1 -197.075 -215.453 -146.22
muon -1 42.844 -123.65 -229.582
pion -1 -121.724 32.5994 190.66
muon 1 -41.0995 249.273 -75.2589
electron 1 136.254 -105.641 -87.5291
muon -1 -175.658 101.716 2.17619
muon 1 30.2492 52.17 -72.3964
pion -1 222.227 -21.0057 -222.345
pion 1 -190.367 197.38 -76.6479
electron -1 109.162 18.6575 185.578
pion 1 215.482 -158.161 -214.708
muon -1 74.076 -96.3028 123.757
pion -1 -208.69 130.998 234.379
pion -1 220.507 121.074 -94.1168
electron -1 -34.7296 56.5698 -158.564
muon 1 -233.522 124.603 16.4044
pion -1 -247.215 -74.5501 -99.3677
pion -1 133.684 -198.882 -239.097
electron 1 3.67524 -11.7914 203.039
muon 1 -120.338 -175.663 -233.312
electron -1 112.535 -47.1756 -128.318
pion 1 -102.977 48.7107 -204.474
muon 1 -239.995 -176.475 102.046
muon 1 -193.288 231.826 -154.405
muon 1 -249.269 226.106 -126.807
electron -1 192.271 -69.3807 84.3591
muon -1 -25.136 -80.7136 156.16
pion -1 130.78 69.2499 -91.3307
pion 1 -91.5762 108.791 -192.21
pion -1 -1.99998 -182.42 -227.633
muon 1 -56.3639 237.074 -153.777
electron -1 -137.179 -171.752 -36.0122
electron -1 131.319 107.31 241.955
muon 1 -188.722 -134.457 -139.489
pion 1 -163.273 -223.748 71.6083
electron 1 -232.193 64.8045 124.67
muon -1 166.033 -130.938 -138.793
pion 1 33.3844 109.108 -130.099
electron 1 -131.491 -52.35 -39.2607
pion -1 -16.4649 118.642 -36.5788
muon -1 -179.799 140.575 94.4321
pion -1 -249.117 -78.9751 -163.543
electron 1 50.951 162.024 -99.3278
muon -1 -43.7618 184.963 168.802
pion 1 -34.7023 241.577 14.3429
pion 1 45.6663 217.475 -237.496
muon -1 227.317 -140.809 28.2562
electron -1 -79.2391 91.0116 -179.655
electron -1 241.954 43.7811 235.703
muon -1 -43.1222 150.523 -183.402
electron -1 59.6249 -168.669 -75.496
electron 1 -97.0494 -65.7208 -62.5336
pion 1 -120.375 -69.1125 -91.5595
pion -1 248.817 131.262 -220.402
pion -1 235.944 -133.295 212.236
pion 1 -96.2156 36.6724 -91.8507
pion -1 57.1005 158.112 175.89
pion -1 35.991 -20.264 -203.032
muon -1 -182.542 169.31 81.108
pion 1 71.4405 214.799 222.345
muon -1 90.5027 -6.36618 -1.74049
electron -1 132.01 241.834 223.732
muon -1 146.562 193.581 -131.231
pion -1 193.122 -85.7627 -30.5124
muon -1 132.583 -129.359 236.441
electron -1 47.7885 -45.3105 156.777
muon 1 36.7796 30.4029 -88.421
electron -1 -133.791 -108.039 168.364
electron -1 145.431 64.7069 -84.7248
pion 1 -155.172 37.3267 215.239
pion -1 141.569 -167.759 237.531
muon -1 -89.5123 -149.04 65.6341
pion 1 34.326 29.8336 -243.135
muon 1 -145.546 49.4924 -54.6688
muon 1 -86.5523 58.4225 61.7402
pion 1 139.473 -150.743 78.2519
pion 1 -16.7031 -167.542 105.189
electron 1 196.372 80.0793 79.5584
pion -1 -164.84 166.624 -239.754
electron 1 -82.5398 83.7002 -204.325
pion -1 195.984 50.2578 122.235
pion -1 -49.2554 -168.677 20.5564
electron 1 172.327 -152.838 79.4403
muon -1 231.985 66.7372 -36.3731
pion 1 -62.7287 193.378 -132.306
electron -1 97.8967 -18.5273 210.526
muon -1 -183.193 87.6335 55.0768
muon -1 50.8036 165.603 0.405525
pion -1 127.161 9.8764 88.8048
muon 1 178.219 -191.44 -145.818
muon -1 183.141 -12.6221 -154.281
pion -1 28.96 -184.536 -173.22
muon -1 228.873 165.871 185.056
muon -1 62.8538 77.2145 -147.519
pion -1 -11.9694 33.2515 -168.591
electron 1 -26.8931 -146.818 3.81113
pion 1 -148.268 131.136 -155.789
muon -1 -216.776 163.602 -37.0329
electron 1 69.8397 -249.34 -125.491
muon -1 -121.878 -155.274 -148.862
electron 1 -55.3993 144.11 207.877
pion 1 137.341 -102.348 -78.567
muon -1 -210.538 -180.045 -39.5247
pion 1 184.241 -113.902 -232.73
pion 1 -208.348 34.7247 167.784
muon 1 125.802 -197.119 93.5742
pion -1 -66.3212 -108.139 178.852
electron 1 -65.2671 234.919 -118.232
pion -1 -152.174 152.902 -147.822
electron 1 -60.6308 -14.7066 -127.831
muon 1 -47.5727 248.735 -163.972
muon 1 -50.5544 -221.258 10.2589
muon -1 192.55 201.506 51.977
electron 1 -210.238 179.784 141.984
electron 1 -23.8815 -163.605 134.523
muon -1 130.095 -20.5836 -242.123
pion -1 -106.889 176.969 59.4603
muon -1 -131.354 -198.487 75.4409
pion -1 -222.316 216.983 22.8007
muon 1 -205.759 -31.6751 -0.916698
muon -1 -30.4073 -223.519 -28.1556
muon -1 -213.173 211.049 98.164
pion 1 -177.113 -128.57 -228.49
muon -1 -220.952 -11.9837 -19.6302
muon -1 115.33 -63.4683 -176.149
electron 1 -52.6307 -10.6053 -118.674
electron -1 -65.6236 -176.515 120.534
muon -1 239.427 -68.817 225.829
pion -1 -122.674 -81.8348 -50.8778
muon 1 1.26572 -161.169 -92.3046
muon 1 -118.275 49.7203 232.346
muon -1 184.791 111.004 -222.48
electron 1 -213.019 86.6027 -157.492
muon 1 -38.863 226.594 11.2706
muon 1 194.213 156.302 -32.1557
pion -1 23.3126 90.2834 235.173
pion 1 108.181 -85.9103 -16.4017
pion -1 25.5778 42.4761 10.3326
pion -1 -174.666 -105.093 -169.82
muon -1 151.122 180.971 -83.4686
muon -1 146.364 66.8046 232.195
muon -1 75.641 217.185 119.438
muon -1 -25.7705 -113.377 -214.79
electron 1 51.1835 217.899 -117.825
pion -1 67.2395 173.399 -174.747
pion 1 211.544 245.934 -135.89
muon -1 189.323 42.7064 58.8248
pion -1 -196.703 -31.6206 -226.059
muon 1 93.9948 -218.078 -63.5814
pion -1 -133.805 -110.73 -237.698
pion -1 82.51 134.974 -96.7564
muon -1 -180.505 -234.794 177.382
pion -1 178.68 168.446 39.9168
pion 1 61.1249 100.023 10.7342
muon -1 -186.126 -92.8611 3.87163
electron 1 -216.09 36.4814 152.22
muon -1 -142.708 101.244 -111.606
electron -1 133.936 58.615 -62.12
pion 1 4.22303 161.926 49.4444
electron 1 153.441 -237.806 119.15
muon 1 86.7544 -145.336 -194.379
pion -1 -115.694 -155.562 -32.8598
muon -1 176.745 27.8783 134.082
muon 1 28.5912 -195.905 79.499
electron -1 18.0385 -68.1225 -205.1
pion -1 105.918 244.245 200.811
electron 1 103.013 207.412 127.523
muon 1 71.2165 -69.2414 19.4429
muon -1 92.2581 -150.096 -232.408
pion -1 130.864 -188.695 -192.624
muon -1 233.106 -235.406 185.208
muon -1 86.0297 -235.576 22.5955
muon 1 -0.56184 -234.635 -206.92
muon 1 61.6161 -103.704 -107.576
pion 1 -198.941 -201.803 -93.6166
pion 1 95.8164 55.1414 218.198
pion -1 240.535 -78.4654 -65.6771
muon -1 -201.741 36.4105 -13.6615
pion 1 242.719 6.82037 -75.8827
muon -1 159.274 -240.63 -128.411
electron 1 -31.3047 -70.4847 135.764
muon 1 118.359 160.923 161.288
electron 1 -31.8672 -229.575 6.58158
muon 1 246.752 -124.963 -39.7776
muon -1 90.0031 -102.831 -153.249
muon -1 -112.296 -120.769 211.076
electron -1 235.155 -178.47 -80.0362
electron 1 54.1631 26.0314 -70.5519
muon -1 121.561 -30.0417 -212.516
muon 1 -107.225 206.786 -238.179
electron -1 160.777 -221.467 138.813
muon 1 -146.196 -137.932 -105.589
electron -1 161.528 -46.4566 -184.939
muon -1 248.513 -135.56 -44.8734
pion 1 -247.19 -173.913 -194.453
pion -1 111.235 -20.5359 119.35
electron -1 217.761 35.6082 141.166
electron -1 133.788 -104.884 -150.961
muon -1 111.135 21.9731 -7.9477
electron -1 224.014 -45.5904 81.1396
muon -1 -147.729 -220.243 172.395
muon -1 -64.6624 -158.388 -82.7966
pion -1 -82.2329 -193.78 106.821
muon -1 -206.49 226.144 -13.5352
electron -1 -73.6405 -237.01 -213.207
electron 1 -85.5475 -155.409 -91.3135
pion 1 210.559 -179.706 -158.88
pion 1 68.5708 164.787 103.542
muon 1 207.922 220.689 -212.513
muon 1 -7.76723 -224.947 210.118
electron -1 -180.503 -68.7056 -227.035
muon -1 -215.548 120.714 203.173
electron -1 -218.915 -60.1895 108.515
electron -1 -191.32 -17.7582 -88.2258
pion 1 -248.851 -48.9227 -123.399
pion 1 -168.792 -185.272 221.973
pion -1 45.3753 147.541 -36.2507
pion 1 110.534 26.7514 -124.696
muon 1 -119.541 169.55 158.985
pion 1 -54.7192 104.605 49.6293
electron -1 -3.8701 129.683 161.501
muon -1 -174.041 -10.1711 123.981
pion -1 92.3053 -166.638 -16.3995
muon -1 161.687 195.818 -18.6234
muon 1 -173.697 89.9683 -194.944
electron -1 -33.9464 -147.383 18.1394
pion 1 103.346 150.519 -47.9923
pion 1 189.969 23.9053 -126.183
muon -1 127.528 32.3878 -228.895
pion -1 -176.35 126.696 226.839
pion -1 193.96 -136.234 64.3114
muon -1 -42.755 -199.703 120.955
pion -1 -118.331 -169.269 -98.9616
muon -1 -245.25 -14.2651 186.189
pion -1 89.5829 232.046 -74.5822
pion 1 -33.8776 -40.2664 -86.2328
muon -1 42.9369 -19.3619 -138.152
pion -1 -1.77774 112.699 125.543
muon -1 43.8835 82.2618 138.377
muon -1 67.5826 -131.753 29.5835
muon -1 -3.72212 -142.715 205.531
pion 1 -202.47 -134.657 -8.57206
pion -1 -185.73 -41.2498 -108.084
electron 1 155.221 159.442 106.212
muon -1 131.501 -75.2534 138.976
electron 1 -89.5853 189.017 217.963
muon 1 -129.356 -66.9238 -137.106
electron -1 -38.7825 149.097 -106.092
pion 1 -72.3686 -160.798 181.287
pion 1 127.035 215.45 -197.205
muon -1 248.866 -85.4278 -152.615
pion 1 -91.0102 179.512 49.8615
electron 1 10.7084 162.827 -157.925
pion 1 149.749 -116.305 64.8333
electron -1 -2.79468 -52.8655 -240.574
electron -1 -88.6528 171.004 -207.87
muon 1 4.51638 -190.328 -126.047
electron -1 17.9081 74.8523 80.9859
muon 1 -89.804 -136.321 153.254
electron -1 87.7145 -39.7679 -173.423
pion -1 21.6358 -149.032 104.045
muon -1 208.032 24.7461 154.946
muon 1 -129.133 88.6081 -236.041
pion 1 -130.351 -101.869 -14.4059
electron 1 -151.559 96.0502 -88.0982
muon -1 -29.5217 67.4258 37.9682
muon -1 20.6439 -163.475 -74.3765
pion 1 -86.646 -20.069 17.6814
pion 1 190.12 -61.4324 150.607
muon -1 -26.8427 -61.2808 -241.414
pion -1 146.841 141.824 -209.551
pion -1 41.3197 -93.35 -17.3107
electron 1 105.629 -189.227 -182.447
pion -1 189.607 207.162 207.929
electron 1 -200.81 201.342 170.97
electron -1 -127.262 240.424 161.32
electron 1 -102.963 -137.155 -150
electron 1 -13.7854 105.94 171.995
muon 1 157.121 -2.09745 -52.9906
muon -1 -124.832 -126.677 61.1266
electron -1 -249.832 -172.307 52.5145
pion -1 -182.501 -45.4975 -229.723
electron 1 193.916 -110.151 -135.563
muon -1 -85.0525 184.751 2.54183
electron 1 -30.3173 147.611 98.2883
pion -1 224.654 68.017 22.3022
electron 1 70.6941 155.36 -196.406
muon -1 -170.165 -69.998 107.854
muon -1 -181.11 -116.228 -230.546
pion -1 227.365 -112.62 195.141
pion -1 -49.6315 -31.7549 227.419
muon 1 170.636 -73.5459 -171.984
electron -1 117.422 187.904 -9.50024
muon -1 -243.811 47.4457 21.4511
muon -1 -15.805 -129.109 -115.098
muon -1 89.0036 -217.128 -64.2175
muon 1 -152.783 83.2205 -10.8034
pion -1 -175.838 29.3927 -83.7141
muon -1 -136.078 23.6366 -11.2741
muon 1 -59.8708 -151.598 -246.365
muon 1 -163.791 172.875 41.0223
electron -1 239.485 -22.4212 239.412
muon 1 -240.169 3.60388 182.432
muon -1 -131.725 237.707 -15.6529
muon 1 -85.8883 224.447 -228.74
electron 1 -192.79 -85.1926 -31.8936
pion -1 64.5823 -72.4034 -88.9516
pion -1 -165.497 -52.1924 136.78
muon -1 -64.2076 -219.097 -49.1203
muon -1 -150.973 135.545 203.881
muon -1 -109.218 135.281 -64.9886
muon -1 -130.582 -119.27 48.0951
pion -1 -10.0584 -96.504 -232.687
pion -1 -234.433 -131.64 88.0718
electron 1 227.502 -232.268 9.23136
pion 1 -104.204 -225.273 -137.89
pion 1 130.267 141.379 -139.469
electron 1 -194.356 46.2717 -131.197
pion -1 -135.713 5.53508 93.7015
pion 1 -35.9236 96.5205 131.241
electron 1 144.06 -110.211 -80.028
electron -1 234.573 -186.524 -236.033
muon -1 219.669 103.151 135.681
muon -1 147.857 -138.39 -63.7099
electron 1 241.636 46.0649 -180.486
pion 1 166.351 17.4934 204.124
muon -1 -64.8302 -34.5722 132.797
muon -1 113.647 -131.271 -248.065
electron -1 -73.0505 -210.04 105.777
pion -1 -132.226 -103.395 44.6414
pion -1 -32.397 36.2864 -146.183
pion 1 187.826 -19.0633 -9.21279
muon -1 -166.368 176.955 -44.3598
electron 1 -137.611 80.9588 106.113
electron -1 79.9642 150.532 62.927
pion -1 -78.8648 -36.4862 -169.15
muon -1 202.97 -186.541 -159.82
electron 1 -124.949 131.148 102.155
muon 1 200.838 -57.7616 87.8259
pion -1 -42.881 -138.84 -27.7607
electron -1 -20.9577 -106.034 205.183
pion -1 139.14 -230.374 187.686
pion -1 129.396 142.205 -171.117
pion 1 154.767 -224.784 -23.037
muon -1 -222.399 36.7637 146.644
electron 1 201.403 227.973 108.122
pion 1 -127.79 -72.7956 -28.6693
muon -1 137.642 -98.2528 -113.458
muon -1 89.891 67.1216 166.408
pion 1 -63.9608 133.666 -7.56572
pion 1 -219.321 -144.958 -147.225
electron -1 239.834 -173.453 -230.065
muon -1 -41.848 -15.7043 -185.989
pion -1 10.6965 -215.343 11.5371
muon -1 -152.934 156.948 38.7401
pion 1 -146.922 -196.957 -59.6253
muon 1 168.869 -32.1002 -243.332
pion -1 82.6944 -54.4896 13.3104
muon 1 -49.6537 16.1292 -99.3784
electron 1 195.299 -11.3316 152.674
muon -1 36.3474 -26.3184 38.7815
muon 1 41.0944 151.943 -248.472
pion -1 114.525 25.8824 -61.0198
muon -1 166.406 219.402 -28.2573
muon -1 -242.348 187.988 -127.955
muon 1 121.413 -61.5402 -201.452
muon -1 -58.3843 -51.8502 147.681
pion 1 -11.7415 57.5261 57.9485
pion 1 3.09224 224.937 107.181
electron 1 51.7767 131.241 59.6467
muon -1 218.494 242.675 -14.78
muon -1 227.786 191.796 15.0174
pion 1 -185.284 134.11 -153.517
muon -1 9.03182 -200.294 -8.54344
electron 1 63.4132 -102.632 106.5
electron 1 113.447 -187.218 -127.328
electron -1 -114.577 -225.789 87.2645
muon -1 -209.389 87.9676 -37.6837
muon -1 214.989 70.1642 -160.541
electron -1 -118.612 94.6891 -32.4056
pion 1 161.241 43.186 204.707
muon -1 -138.605 148.571 214.644
electron 1 206.136 246.911 217.625
pion -1 203.871 -113.148 -232.879
muon 1 24.376 -190.671 -6.4546
pion 1 235.496 -5.56382 171.554
muon 1 -44.2759 -196.909 0.121053
muon -1 -197.336 53.6112 182.693
electron 1 112.871 214.903 225.571
electron 1 82.4719 -122.853 -115.941
electron -1 -168.131 -235.108 -247.101
muon -1 164.515 42.0082 89.6492
pion -1 -96.9329 31.4345 -58.5337
muon -1 -68.0464 -235.914 -171.918
electron 1 80.6795 -58.3733 4.97885
pion 1 -77.697 167.724 -233.947
muon 1 19.7726 161.242 -73.9785
muon 1 213.433 169.073 -203.548
pion 1 152.649 64.0486 68.8073
muon -1 46.0721 78.4863 67.7699
electron -1 -135.165 37.3074 22.0271
electron 1 -144.84 171.354 -170.645
muon -1 214.814 24.4916 -222.468
muon 1 19.5166 -199.233 230.289
electron -1 162.368 -35.8106 -166.704
pion -1 -244.64 -122.817 106.291
pion 1 -149.469 212.582 14.3762
electron 1 155.081 -53.9874 -97.6888
muon 1 104.797 162.48 196.931
muon 1 -220.386 217.695 90.2512
electron 1 -104.541 -247.232 197.336
electron -1 -241.723 195.21 -190.734
electron 1 161.072 -232.108 191.484
electron 1 -77.8365 33.7667 5.54385
pion 1 -153.12 -66.7897 -105.645
pion 1 104.416 66.3105 -131.756
electron -1 220.283 214.671 110.901
pion -1 69.3899 170.864 -116.883
electron -1 -224.57 -195.571 -222.383
electron -1 -98.0678 119.855 230.457
pion -1 -124.442 -158.105 -121.933
muon 1 114.243 -142.473 51.1826
pion 1 235.359 -70.0773 147.696
muon -1 -207.404 12.9695 -172.746
pion 1 187.966 -189.426 -161.149
pion -1 203.503 -57.7069 89.2987
pion 1 -154.57 -39.6125 189.081
muon 1 18.1848 -240.56 112.645
muon 1 -227.278 -70.3108 147.049
electron -1 71.6555 63.2828 -238.322
electron -1 73.0359 -213.307 136.103
pion -1 210.936 -130.113 73.8284
pion -1 211.731 -230.839 -227.478
electron 1 -127.658 133.52 -215.173
pion 1 -50.6636 -110.252 -24.536
muon -1 -173.542 214.484 -24.0247
pion -1 -48.7293 -18.0089 -96.6192
muon -1 170.74 160.59 105.034
muon -1 197.534 -220.909 -208.505
muon -1 -228.627 -133.326 -201.082
pion -1 244.672 28.873 243.533
pion -1 130.56 201.287 194.314
muon 1 33.6187 -15.2412 -43.9603
pion -1 -119.012 -90.1492 92.3869
pion 1 136.878 105.016 9.05558
pion -1 -77.4185 -88.4686 -162.424
muon -1 -47.9615 -121.778 174.156
pion -1 -117.755 -59.7188 -89.8615
electron 1 -182.66 -101.019 -146.979
muon -1 55.3998 -98.4802 220.768
muon 1 -11.0266 -100.636 -98.3279
electron 1 -165.162 -3.27105 -13.089
electron 1 -175.268 -0.94047 5.75224
muon 1 -188.528 169.578 -106.099
muon 1 169.368 105.176 244.085
electron -1 -34.3595 -200.691 -36.0118
electron 1 159.011 -166.55 160.654
pion -1 207.283 53.6179 -63.4743
pion -1 105.522 48.6502 17.3109
muon -1 107.608 167.999 98.5171
muon 1 -109.266 -213.56 22.0809
muon -1 41.1342 -87.8721 -86.3018
electron 1 178.794 64.7331 -183.972
electron 1 -23.9587 -13.5607 -47.9642
muon -1 -158.151 144.878 -205.441
electron -1 -149.88 142.885 -191.995
muon 1 -33.6147 136.474 150.832
muon 1 -186.707 48.3039 241.788
muon 1 -44.1569 -122.977 -109.913
electron 1 -171.924 57.3953 151.344
pion -1 184.371 -15.3773 -22.5061
pion -1 -65.3372 -93.3351 -231.737
muon -1 220.934 197.062 102.988
pion 1 183.994 245.885 -128.061
muon -1 173.361 109.869 -30.8686
muon -1 197.721 30.8999 193.606
electron 1 0.171252 214.41 -217.49
pion 1 -88.5737 31.6461 -74.5319
pion -1 214.603 -178.063 125.677
muon 1 6.88199 -98.7572 245.762
muon -1 26.8732 -167.79 151.33
pion -1 -73.266 194.641 -0.486747
muon -1 -27.9191 213.119 103.431
muon -1 249.169 -139.993 -115.234
pion 1 -246.53 6.98042 32.2441
pion -1 -149.5 -142.447 -55.2227
pion 1 -146.543 -196.378 81.8227
electron -1 -205.131 -29.5683 202.574
pion -1 -229.438 -90.2776 126.929
electron 1 -219.966 150.748 -202.653
electron 1 46.5467 37.6715 -224.774
muon -1 -11.012 -4.86282 -191.316
electron 1 27.2862 -57.7844 -57.8747
pion 1 205.37 60.8778 87.9504
pion 1 -5.11952 220.617 105.821
muon 1 184.386 -93.0699 246.246
muon -1 195.978 47.4931 -103.712
electron 1 -235.349 241.366 45.8735
pion -1 -133.71 -151.48 102.308
pion 1 -112.97 -97.121 194.416
muon 1 61.6822 -18.6334 -243.167
muon -1 131.308 -150.214 73.1868
pion 1 -57.3782 -197.259 195.158
electron -1 165.485 -161.88 -217.473
muon -1 77.0918 -32.0043 41.6816
pion 1 225.94 123.014 27.2495
muon -1 -168.184 158.531 150.295
electron 1 167.924 -20.6874 224.751
electron 1 159.877 215.281 -249.404
electron -1 219.822 -210.884 129.199
muon 1 -79.0542 82.564 -140.175
pion 1 -20.0251 -175.34 -159.316
electron -1 57.7116 248.669 -8.77136
electron 1 -5.51015 -169.951 136.076
muon 1 111.921 -187.41 247.218
pion 1 117.679 -61.2797 206.287
pion 1 192.038 57.1625 153.853
muon -1 -164.091 55.9021 122.204
pion 1 -123.361 -12.8572 -243.164
pion -1 137.95 -56.1503 212.104
pion -1 -120.934 -84.1779 246.951
muon 1 75.1553 110.274 152.895
muon 1 183.154 240.396 -153.8
pion 1 -4.53656 223.698 -117.96
pion 1 -68.8637 184.094 -232.183
pion 1 -26.2144 -182.341 -235.324
muon -1 -76.487 225.268 18.4159
electron -1 227.799 -71.1076 102.111
pion 1 -187.998 239.866 32.9136
muon -1 47.8946 6.65128 145.085
electron 1 -46.5815 63.1374 18.2327
pion -1 -177.076 -101.08 69.1559
muon -1 94.9922 183.272 -37.4741
muon -1 6.90555 145.014 -231.6
muon -1 -8.62389 -111.34 136.711
muon -1 25.5039 241.202 229.522
electron 1 116.799 92.7207 87.7538
muon 1 -236.134 -247.577 -221.664
pion 1 -42.4846 -247.114 119.237
pion -1 14.4824 155.57 -205.433
muon 1 -95.1447 -33.1429 -134.174
electron -1 192.247 60.8101 -221.62
muon 1 233.158 246.309 -94.3023
electron -1 113.609 -176.762 195.689
pion 1 -142.588 178.277 120.33
electron -1 -49.5734 -208.155 -191.632
pion -1 28.4853 -50.8299 -38.5296
muon 1 -8.34793 -77.7525 10.717
pion -1 -18.5075 91.886 117.747
muon -1 -235.164 221.027 -28.5696
muon -1 -143.98 188.69 -12.9965
muon 1 -68.8351 -0.833439 -81.0486
muon -1 102.301 -21.5627 133.641
pion 1 225.59 110.915 -56.9493
electron 1 42.3974 -150.364 40.0663
pion 1 9.88162 -245.226 169.058
muon 1 -103.756 161.384 158.837
muon 1 132.912 -60.1235 231.532
muon 1 210.509 229.934 119.331
muon -1 -174.993 175.979 -65.8994
muon -1 217.278 115.872 -225.242
electron 1 95.0587 -85.8071 -181.009
electron 1 221.674 50.547 -215.652
muon -1 226.436 -65.3291 -126.602
pion -1 -31.3944 -101.917 -36.9978
pion 1 -9.08908 -146.947 208.023
muon -1 1.20677 44.6632 -206.72
pion 1 -22.9258 194.692 195.209
muon 1 75.8842 -107.479 -188.455
pion 1 203.75 -27.2333 40.7664
muon -1 158.632 -138.267 208.777
muon -1 180.827 76.9944 -247.316
muon 1 51.5885 4.15459 -186.914
muon -1 -91.4186 128.622 -100.821
pion -1 222.72 -54.3057 -38.6795
pion 1 -163.019 113.057 182.425
muon -1 -226.709 204.658 -212.276
pion 1 122.874 143.504 -199.836
electron 1 -153.753 -239.62 64.3868
pion -1 15.6392 236.851 169.271
pion 1 53.2447 -74.3048 73.3133
pion 1 -107.23 -34.1291 248.423
electron 1 -113.5 185.398 247.228
pion 1 -245.249 -34.607 82.8827
electron 1 82.613 66.2512 233.429
pion 1 149.361 -168.573 131.335
pion 1 -55.6562 -52.0683 -96.921
muon -1 159.279 -179.321 -108.016
muon -1 59.9928 -193.346 -113.348
pion -1 -13.1809 -221.783 -0.72949
pion 1 114.413 -174.367 -62.1751
pion 1 142.833 -109.005 183.917
electron -1 -92.1671 -195.811 -110.354
pion 1 -245.074 249.633 223.248
electron -1 -248.248 -32.7832 137.211
electron -1 -39.9895 -208.785 154.206
muon 1 246.016 211.539 236.879
pion 1 152.68 -148.334 -7.53098
pion -1 -102.308 159.514 -30.1361
pion -1 -58.3131 -116.955 -48.8492
pion 1 -150.013 72.6005 -169.957
pion -1 66.6948 -60.4895 21.9291
muon 1 -37.6277 -217.759 -51.8067
electron 1 -246.558 6.27117 133.24
muon 1 -106.771 162.146 -151.414
electron -1 -183.94 -30.077 -150.729
electron 1 66.1057 -183.746 151.9
electron -1 1.64369 247.9 -32.3913
muon -1 25.2464 -141.811 196.28
electron 1 -90.5214 -126.427 19.7145
pion 1 226.02 43.3765 -76.2712
electron -1 87.723 246.527 72.8685
muon -1 -21.2526 173.278 96.6625
muon 1 243.085 -34.8323 -162.921
pion 1 -228.706 -173.455 150.531
muon 1 38.2811 192.679 151.371
pion -1 -227.18 187.745 -123.671
